file,adv,stop,rear,travel_time,match,remark
20230106_16,101483,201498,,7.5,0,
20230106_16,101483,201503,,10,0,
20230106_16,101486,201503,,9.1,0,
20230106_16,101486,201498,,6.6,0,
20230106_16,101486,201493,,4.4,0,
20230106_16,101487,201501,,7.3,0,
20230106_16,101487,201496,,5,1,
20230106_16,101488,201500,,5.3,0,
20230106_16,101488,201497,,3.5,0,
20230106_16,101488,201506,,9.9,0,
20230106_16,101489,201498,,4.6,0,
20230106_16,101489,201503,,7.1,0,
20230106_16,101491,201501,,4.9,1,
20230106_16,101491,201509,,12.7,0,
20230106_16,101491,201496,,2.6,0,
20230106_16,101494,201500,,2.7,0,
20230106_16,101494,201506,,7.3,0,
20230106_16,101495,201503,,4.4,0,
20230106_16,101499,201509,,8.8,1,
20230106_16,101601,,301604,4.3,1,
20230106_16,101602,201605,,5,1,
20230106_16,101698,201701,,5.8,1,updated
20230106_16,101787,201788,,4,0,
20230106_16,101787,,301789,5.2,0,
20230106_16,101863,201876,,6.5,0,
20230106_16,101863,201879,,8.8,0,
20230106_16,101863,201871,,4.7,0,
20230106_16,101864,201878,,7.7,0,
20230106_16,101864,201882,,10.2,0,
20230106_16,101865,201877,,6.2,0,
20230106_16,101865,201880,,8.6,0,
20230106_16,101866,201876,,4.6,0,
20230106_16,101866,201879,,6.9,0,
20230106_16,101866,201871,,2.8,0,
20230106_16,101866,201885,,12.1,0,
20230106_16,101867,201880,,6.4,0,
20230106_16,101867,201877,,4,0,
20230106_16,101868,201882,,6.5,0,
20230106_16,101868,201878,,4,0,
20230106_16,101872,201885,,9,0,
20230106_16,101872,201879,,3.8,0,
20230106_16,101874,201885,,8.2,0,
20230106_16,101873,201880,,3.3,0,
20230106_16,101874,201879,,3,0,
20230106_16,101875,201882,,4.1,0,
20230106_16,102002,,302004,4.9,1,
20230106_16,102090,202091,,6,1,
20230106_16,102189,202190,,4.3,1,
20230106_16,102291,202308,,10.8,0,
20230106_16,102291,202299,,5.2,1,updated
20230106_16,102291,202302,,8,0,
20230106_16,102293,202299,,3.1,0,
20230106_16,102293,202302,,5.9,1,updated
20230106_16,102293,202308,,8.7,0,
20230106_16,102294,202309,,7.8,0,
20230106_16,102294,202303,,5.5,0,
20230106_16,102295,202313,,9.2,0,
20230106_16,102295,202305,,5.4,0,
20230106_16,102296,202309,,6.4,0,
20230106_16,102296,202303,,4.1,0,
20230106_16,102298,202308,,5.9,1,updated
20230106_16,102298,202302,,3.1,0,
20230106_16,102300,202313,,7.8,0,
20230106_16,102300,202305,,4,0,
20230106_16,102301,202309,,3,0,
20230106_16,102304,202313,,4.9,0,
20230106_17,100159,200170,,4.9,1,updated
20230106_17,100159,200181,,11.8,0,
20230106_17,100159,200175,,8.5,0,
20230106_17,100160,,300168,4.1,0,
20230106_17,100160,,300174,7.4,0,
20230106_17,100160,,300179,10.4,0,
20230106_17,100160,200172,,5.8,0,
20230106_17,100163,200173,,5.2,0,
20230106_17,100163,200182,,10,0,
20230106_17,100164,200172,,3.8,0,
20230106_17,100164,,300174,5.4,0,
20230106_17,100164,,300179,8.4,0,
20230106_17,100166,200181,,7.9,0,
20230106_17,100166,200175,,4.6,1,updated
20230106_17,100167,,300179,6.4,0,
20230106_17,100167,,300174,3.4,0,
20230106_17,100169,200182,,7.1,0,
20230106_17,100171,200181,,6.1,1,updated
20230106_17,100171,200175,,2.8,0,
20230106_17,100176,200182,,3.3,0,
20230106_17,100288,200290,,6.8,1,
20230106_17,100371,200375,,8.1,1,
20230106_17,100543,200552,,5.1,0,
20230106_17,100543,200554,,6.4,0,
20230106_17,100543,200549,,3.6,0,
20230106_17,100543,200563,,12.2,0,
20230106_17,100544,200561,,9.3,0,
20230106_17,100544,200556,,5.6,0,
20230106_17,100546,200554,,4.5,0,
20230106_17,100546,200552,,3.2,0,
20230106_17,100546,200563,,10.3,0,
20230106_17,100547,200555,,4.6,0,
20230106_17,100547,200558,,5.8,0,
20230106_17,100547,200562,,9.4,0,
20230106_17,100548,200556,,3.5,0,
20230106_17,100548,200561,,7.2,0,
20230106_17,100550,200555,,2.5,0,
20230106_17,100550,200558,,3.7,0,
20230106_17,100550,200562,,7.3,0,
20230106_17,100551,,300568,12.8,0,
20230106_17,100551,200561,,5.7,0,
20230106_17,100553,200563,,7.1,0,
20230106_17,100557,200563,,4.9,0,
20230106_17,100653,,300669,8.1,0,
20230106_17,100653,200663,,4.8,0,
20230106_17,100653,,300672,11,0,
20230106_17,100652,200666,,7,0,
20230106_17,100652,200662,,4.6,1,updated
20230106_17,100652,200671,,8.6,0,updated
20230106_17,100656,200668,,6.7,0,
20230106_17,100656,200664,,4.6,1,
20230106_17,100657,200663,,2.5,0,
20230106_17,100657,,300669,5.8,0,
20230106_17,100657,,300672,8.7,0,
20230106_17,100658,200666,,4.6,1,
20230106_17,100658,200671,,6.2,0,
20230106_17,100658,200673,,11.9,0,
20230106_17,100659,200674,,12,0,
20230106_17,100659,200668,,4.6,1,
20230106_17,100659,200664,,2.5,0,
20230106_17,100660,200673,,10,0,
20230106_17,100660,200671,,4.3,1,
20230106_17,100660,200666,,2.7,0,
20230106_17,100661,,300672,6.4,0,
20230106_17,100661,,300669,3.5,0,
20230106_17,100661,200675,,11.8,0,
20230106_17,100665,200673,,7.4,1,
20230106_17,100667,200674,,8.1,1,
20230106_17,100670,,300672,2.6,0,
20230106_17,100670,200675,,8,0,
20230106_17,100925,200946,,9.8,0,
20230106_17,100925,200941,,7.1,0,
20230106_17,100926,200944,,8.1,0,
20230106_17,100926,200939,,5.8,0,
20230106_17,100926,200934,,4.3,0,
20230106_17,100926,200947,,9.3,0,
20230106_17,100929,200939,,4.5,0,
20230106_17,100929,200944,,6.8,0,
20230106_17,100929,200934,,3,0,
20230106_17,100929,200947,,8,0,
20230106_17,100930,200941,,4.3,0,
20230106_17,100930,200946,,7,0,
20230106_17,100931,200949,,8.3,0,
20230106_17,100931,,300945,6.9,0,
20230106_17,100931,200942,,4.3,0,
20230106_17,100933,200944,,4.6,0,
20230106_17,100933,200947,,5.8,0,
20230106_17,100935,200944,,3.6,0,
20230106_17,100935,200947,,4.8,0,
20230106_17,100936,,300945,4.6,0,
20230106_17,100936,200949,,6,0,
20230106_17,100937,200946,,4.5,0,
20230106_17,100938,200946,,3.4,0,
20230106_17,100940,200947,,3.4,0,
20230106_17,100943,200949,,3.9,0,
20230106_17,100943,,300945,2.5,0,
20230106_17,101057,201062,,6.1,0,
20230106_17,101057,201060,,3.4,1,updated
20230106_17,101058,201062,,4.9,1,updated
20230106_17,101121,201122,,9.5,1,
20230106_17,101260,201267,,7,0,
20230106_17,101260,201270,,8.8,0,
20230106_17,101260,201265,,4.8,0,
20230106_17,101261,201268,,5.6,1,
20230106_17,101262,201270,,7.2,0,
20230106_17,101262,201265,,3.2,0,
20230106_17,101262,201267,,5.4,0,
20230106_17,101264,201267,,3.6,0,
20230106_17,101264,201270,,5.4,0,
20230106_17,101266,201271,,4.6,1,
20230106_17,101269,201276,,8,1,
20230106_17,101349,,301366,12.2,0,
20230106_17,101349,201358,,4.2,0,
20230106_17,101349,201364,,7.9,0,
20230106_17,101349,201365,,10.5,0,
20230106_17,101349,,301360,5.8,0,
20230106_17,101350,201356,,3.8,0,
20230106_17,101350,201362,,6.5,0,
20230106_17,101351,201359,,4.5,0,
20230106_17,101351,201361,,6.1,0,
20230106_17,101355,,301360,3.3,0,
20230106_17,101355,,301366,9.7,0,
20230106_17,101355,201365,,8,0,
20230106_17,101355,201364,,5.4,0,
20230106_17,101357,201364,,3.8,0,
20230106_17,101357,,301366,8.1,0,
20230106_17,101357,201365,,6.4,0,
20230106_17,101363,201365,,3.7,0,
20230106_17,101363,,301366,5.4,0,
20230106_17,101417,201418,,3.9,1,updated
20230106_17,101550,201567,,9,0,
20230106_17,101550,201562,,6.7,0,
20230106_17,101550,201560,,5.3,0,
20230106_17,101551,,301571,11,0,
20230106_17,101551,201566,,8.8,0,
20230106_17,101553,201567,,6.1,0,
20230106_17,101553,201562,,3.8,0,
20230106_17,101554,201563,,3.8,0,
20230106_17,101554,201565,,5.2,0,
20230106_17,101557,201565,,4,0,
20230106_17,101557,201578,,12.3,0,
20230106_17,101557,201563,,2.6,0,
20230106_17,101558,,301574,8.7,0,
20230106_17,101558,,301571,6.5,0,
20230106_17,101558,201566,,4.3,0,
20230106_17,101558,201576,,10.9,0,
20230106_17,101559,201567,,4.1,0,
20230106_17,101561,,301574,7.2,0,
20230106_17,101561,201566,,2.8,0,
20230106_17,101561,201576,,9.4,0,
20230106_17,101561,,301571,5,0,
20230106_17,101564,,301574,5.8,0,
20230106_17,101564,,301571,3.6,0,
20230106_17,101564,201576,,8,0,
20230106_17,101568,201576,,6.5,0,
20230106_17,101568,,301574,4.3,0,
20230106_17,101685,201689,,4.1,1,
20230106_17,101688,201690,,5,1,
20230106_17,101760,201762,,6.1,1,
20230106_17,101880,201898,,7.1,0,
20230106_17,101880,201903,,9.1,0,
20230106_17,101880,201895,,5.7,0,
20230106_17,101882,201908,,11.9,0,
20230106_17,101882,201897,,6.3,0,
20230106_17,101883,201897,,4.6,0,
20230106_17,101883,201908,,10.2,0,
20230106_17,101885,,301905,8.6,0,
20230106_17,101885,201910,,11.8,0,
20230106_17,101885,201900,,5,0,
20230106_17,101886,201895,,3.3,0,
20230106_17,101886,201911,,12.5,0,
20230106_17,101886,201903,,6.7,0,
20230106_17,101886,201898,,4.7,0,
20230106_17,101888,201908,,9.1,0,
20230106_17,101888,201897,,3.5,0,
20230106_17,101889,201900,,4.1,0,
20230106_17,101889,,301905,7.7,0,
20230106_17,101889,201910,,10.9,0,
20230106_17,101893,201898,,2.5,0,
20230106_17,101893,201903,,4.5,0,
20230106_17,101893,201911,,10.3,0,
20230106_17,101894,,301905,5.8,0,
20230106_17,101894,201910,,9,0,
20230106_17,101896,201908,,5.7,0,
20230106_17,101899,201911,,7.6,0,
20230106_17,101901,201910,,6.8,0,
20230106_17,101901,,301905,3.6,0,
20230106_17,101902,201908,,3.5,0,
20230106_18,100001,200003,,6.7,1,updated
20230106_18,100055,,300068,12.3,0,
20230106_18,100055,,300062,6.5,1,
20230106_18,100056,200061,,5.8,0,
20230106_18,100056,200059,,4,1,
20230106_18,100057,200063,,5.1,1,
20230106_18,100058,200061,,4,1,
20230106_18,100060,,300068,7,1,
20230106_18,100147,200159,,8.2,0,
20230106_18,100148,200157,,4.1,1,
20230106_18,100148,200160,,8.4,0,
20230106_18,100153,200159,,5.1,0,
20230106_18,100154,200158,,3.8,1,
20230106_18,100156,200160,,4.5,1,
20230106_18,100227,,300230,6.8,1,
20230106_18,100228,200232,,7.9,1,
20230106_18,100280,200281,,6.6,1,
20230106_18,100399,200404,,4.3,1,
20230106_18,100400,200405,,4.1,1,
20230106_18,100401,200406,,4.9,1,
20230106_18,100401,200408,,12.2,0,
20230106_18,100407,200408,,7.2,1,
20230106_18,100494,200495,,4.7,1,
20230106_18,100565,200566,,7.8,1,
20230106_18,100608,200617,,6.7,1,updated
20230106_18,100609,200615,,5.4,1,
20230106_18,100610,200618,,7.1,1,updated
20230106_18,100611,200617,,4.9,0,
20230106_18,100612,200618,,5.1,0,
20230106_18,100669,200671,,5,1,
20230106_18,100747,200753,,5.3,0,
20230106_18,100747,200751,,3.1,0,
20230106_18,100747,200757,,11.9,0,
20230106_18,100752,200756,,6.1,1,
20230106_18,100754,200757,,6.1,0,
20230106_18,100818,200822,,5,1,
20230106_18,100893,200900,,7.5,0,
20230106_18,100893,200896,,4.1,1,updated
20230106_18,100894,200900,,5.9,1,updated
20230106_18,100894,200896,,2.5,0,
20230106_18,100895,200902,,5.9,1,updated
20230106_18,100961,200981,,11.2,0,
20230106_18,100961,200970,,4,0,
20230106_18,100961,200974,,6.8,0,
20230106_18,100963,200978,,9.3,0,
20230106_18,100963,200971,,4.2,0,
20230106_18,100963,200975,,5.9,0,
20230106_18,100964,200979,,9.5,0,
20230106_18,100964,200976,,6.8,0,
20230106_18,100964,200972,,4.6,0,
20230106_18,100967,200975,,3.8,0,
20230106_18,100967,200978,,7.2,0,
20230106_18,100968,200979,,7.3,0,
20230106_18,100968,200976,,4.6,0,
20230106_18,100973,,300982,10.1,0,
20230106_18,100973,200978,,4.1,0,
20230106_18,101067,201069,,5.1,1,
20230106_18,101139,201143,,4.2,1,
20230106_18,101173,201179,,6.5,1,
20230106_18,101174,201180,,6.4,1,updated
20230106_18,101326,201329,,4.7,0,
20230106_18,101330,201331,,4.3,1,updated
20230106_18,101330,,301332,6,0,
20230106_18,101378,201380,,4.6,1,
20230106_18,101379,201382,,5.9,1,
20230106_18,101433,201434,,7.3,1,
20230106_18,101457,201462,,6.7,1,updated
20230106_18,101458,201461,,5.8,1,updated
20230106_18,101488,201492,,4.7,0,
20230106_18,101489,201501,,11.1,0,
20230106_18,101489,201493,,3.6,1,updated
20230106_18,101491,201495,,3.5,1,updated
20230106_18,101491,201504,,12.3,0,
20230106_18,101494,201501,,6.8,1,updated
20230106_18,101562,201566,,3.5,1,updated
20230106_18,101563,201568,,4.3,0,
20230106_18,101564,201571,,9,0,
20230106_18,101564,201569,,3.8,1,
20230106_18,101567,201571,,6.7,1,
20230106_19,100000,200002,,5.3,1,updated
20230106_19,100045,200047,,3.9,1,
20230106_19,100046,200048,,3.7,1,
20230106_19,100049,200053,,6.1,1,
20230106_19,100078,200080,,3.8,1,
20230106_19,100078,200083,,7,0,
20230106_19,100079,200083,,3.7,1,
20230106_19,100081,200085,,4.6,1,
20230106_19,100082,200086,,3.2,1,
20230106_19,100188,200192,,4,1,updated
20230106_19,100188,200197,,8.4,0,
20230106_19,100189,200197,,6.1,0,
20230106_19,100190,200197,,5.5,1,updated
20230106_19,100191,200199,,5.3,1,
20230106_19,100193,200201,,6.8,1,
20230106_19,100246,200252,,6.8,1,
20230106_19,100247,200250,,3.8,0,
20230106_19,100247,200251,,5.7,0,
20230106_19,100247,200253,,8.8,0,
20230106_19,100337,,300340,4.2,0,
20230106_19,100337,200342,,8.1,0,
20230106_19,100337,200339,,4.2,0,
20230106_19,100384,200387,,3.7,0,
20230106_19,100385,200392,,6.3,1,
20230106_19,100426,200435,,8.7,0,
20230106_19,100430,200434,,4.2,1,
20230106_19,100431,200435,,5,0,
20230106_19,100433,200437,,5.7,1,
20230106_19,100478,200481,,4.8,1,
20230106_19,100479,200486,,12.2,0,
20230106_19,100479,200484,,6,0,
20230106_19,100483,200486,,7.3,0,
20230106_19,100499,200502,,4,1,updated
20230106_19,100501,200507,,4.1,1,
20230106_19,100501,200512,,10.1,0,
20230106_19,100503,200511,,6,1,updated
20230106_19,100504,200512,,7.5,1,
20230106_19,100505,200514,,8.5,1,updated
20230106_19,100506,200511,,4.4,0,
20230106_19,100508,200514,,6.4,0,
20230106_19,100699,200704,,5.9,1,
20230106_19,100738,200741,,6.9,0,
20230106_19,100740,200741,,3.5,0,
20230106_19,100770,200773,,4.7,1,
20230106_19,100772,200774,,4.9,1,
20230106_19,100793,200798,,5.3,0,
20230106_19,100793,200802,,10.9,0,
20230106_19,100794,200802,,9.3,0,
20230106_19,100794,200798,,3.7,0,
20230106_19,100796,200800,,4.3,1,
20230106_19,100799,200802,,4.9,0,
20230106_19,100801,200803,,8.1,1,
20230106_19,100823,200824,,6.9,1,
20230106_19,100908,200920,,10.7,0,
20230106_19,100908,200910,,3.8,1,
20230106_19,100909,200918,,6.3,1,
20230106_19,100911,200922,,7.2,1,
20230106_19,100911,,300924,12.6,0,
20230106_19,100912,200920,,5.6,1,
20230106_19,100944,200951,,9.3,0,
20230106_19,100944,,300947,5.2,1,updated
20230106_19,100945,200951,,7.4,1,updated
20230106_19,100945,,300947,3.3,0,
20230106_19,100946,200950,,7.1,1,
20230106_19,100987,200988,,5.3,1,
20230106_19,101006,201007,,7.6,1,
20230106_19,101061,201062,,5.3,1,updated
20230106_19,101061,201065,,11.9,0,
20230106_19,101080,201084,,5.8,1,
20230106_20,100024,,300028,5,1,
20230106_20,100025,200030,,5.8,1,
20230106_20,100056,200058,,7.6,1,
20230106_20,100081,,300084,7.1,0,
20230106_20,100081,,300083,4.7,0,
20230106_20,100234,200244,,12,0,
20230106_20,100234,200237,,4.4,1,
20230106_20,100235,200239,,5.9,1,
20230106_20,100236,200241,,7,1,updated
20230106_20,100236,,300245,11.7,0,
20230106_20,100292,200294,,6.3,1,
20230106_20,100317,200324,,10.4,0,
20230106_20,100319,200324,,5.1,0,
20230106_20,100320,200327,,9.5,0,
20230106_20,100320,200323,,3.6,1,
20230106_20,100321,200324,,3.2,0,
20230106_20,100322,200327,,6.6,1,
20230106_20,100346,200347,,5,1,
20230106_20,100385,200388,,3.1,1,updated
20230106_20,100385,200389,,4.3,0,
20230106_20,100385,200395,,10.8,0,
20230106_20,100386,200395,,10,0,
20230106_20,100386,200389,,3.5,1,updated
20230106_20,100387,200399,,12,0,
20230106_20,100387,200391,,3.6,1,updated
20230106_20,100390,200395,,6.3,1,updated
20230106_20,100392,200398,,7.4,1,
20230106_20,100392,,300402,11.7,0,
20230106_20,100461,200462,,4,1,
20230106_20,100542,200543,,3.3,1,updated
20230106_20,100542,200549,,11.5,0,
20230106_20,100544,,300548,5.1,1,
20230106_20,100545,200549,,7.6,1,updated
20230106_20,100546,200549,,5.5,0,
20230106_20,100563,200566,,3.3,1,
20230106_20,100564,200568,,3.6,1,
20230106_20,100564,200571,,9.1,0,
20230106_20,100565,200569,,3.5,1,
20230106_20,100567,200571,,5.6,1,
20230106_20,100653,200661,,7.7,0,
20230106_20,100653,,300658,4.5,0,
20230106_20,100656,200661,,3.9,0,
20230106_20,100659,200664,,5.4,0,
20230106_20,100660,200664,,3.4,0,
20230106_20,100662,200668,,7.3,0,
20230106_20,100680,200689,,7.9,0,
20230106_20,100680,200694,,11.9,0,
20230106_20,100682,200686,,3.7,1,
20230106_20,100684,200689,,4,0,
20230106_20,100684,200694,,8,0,
20230106_20,100685,200690,,4.4,1,
20230106_20,100685,200693,,7.4,0,
20230106_20,100687,200690,,2.7,0,
20230106_20,100687,200693,,5.7,1,
20230106_20,100688,200694,,5.8,0,
20230106_20,100797,200805,,5.7,0,
20230106_20,100798,200806,,7.7,0,
20230106_20,100798,200802,,3.6,1,
20230106_20,100799,200803,,3.4,1,
20230106_20,100800,200805,,3.2,0,
20230106_20,100804,200806,,3.4,1,
20230106_20,100834,200838,,6,1,updated
20230106_20,100835,200840,,5.8,1,
20230106_20,100836,200839,,5,1,
20230106_20,100837,200838,,4.1,0,
20230106_20,100893,200896,,4,0,
20230106_20,100930,200940,,7.1,0,
20230106_20,100930,,300936,4.5,0,
20230106_20,100932,200938,,4.1,1,updated
20230106_20,100934,200940,,4.3,0,
20230106_20,100934,200945,,11.5,0,
20230106_20,100937,200944,,6.4,0,
20230106_20,100939,200944,,4.5,0,
20230106_20,100941,200945,,6.5,0,
20230106_20,100942,200945,,5.3,0,
20230106_20,101025,,301027,5.4,1,
20230106_20,101047,,301049,5.1,1,updated
20230106_21,100009,,300021,12.4,0,
20230106_21,100009,200019,,8.5,0,
20230106_21,100010,200016,,3.8,1,updated
20230106_21,100010,200023,,10.1,0,
20230106_21,100012,,300021,7.9,0,
20230106_21,100012,200019,,4,0,
20230106_21,100013,200020,,5.2,0,
20230106_21,100014,200023,,6.6,1,updated
20230106_21,100015,,300021,5.8,0,
20230106_21,100017,200020,,3.5,0,
20230106_21,100018,200023,,5.6,0,
20230106_21,100053,200055,,6.4,1,
20230106_21,100195,200197,,3.9,1,
20230106_21,100196,,300202,11.3,0,
20230106_21,100196,200200,,5.8,1,updated
20230106_21,100370,200375,,5.3,1,
20230106_21,100371,200376,,4.9,0,
20230106_21,100372,200377,,5.7,1,
20230106_21,100384,200385,,2.8,0,updated
20230106_21,100384,200390,,9,0,
20230106_21,100386,200390,,5.5,0,updated
20230106_21,100411,200412,,5.2,1,
20230106_21,100432,200437,,4.2,0,
20230106_21,100433,200439,,5,0,
20230106_21,100433,200438,,4,0,
20230106_21,100434,200437,,2.7,0,
20230106_21,100436,200441,,4.4,1,
20230106_21,100436,200443,,11.2,0,
20230106_21,100440,200443,,6.9,1,
20230106_21,100450,200454,,3.9,1,
20230106_21,100450,200459,,10.9,0,
20230106_21,100451,200455,,3.9,1,
20230106_21,100452,200456,,3.6,1,
20230106_21,100452,200458,,7.9,0,
20230106_21,100453,200458,,5.6,1,
20230106_21,100504,200506,,3.7,1,
20230106_21,100507,200508,,5.8,1,
20230106_21,100529,200532,,6.6,1,
20230106_21,100530,200533,,6.7,1,
20230106_21,100630,200634,,4.4,1,
20230106_21,100631,200633,,3.9,1,
20230106_21,100632,200635,,3.9,1,
20230106_21,100791,200792,,3.8,1,
20230106_21,100849,200850,,4.9,1,
20230106_22,100000,200002,,5.9,1,updated
20230106_22,100001,200004,,6.8,1,updated
20230106_22,100014,200017,,3.9,1,
20230106_22,100014,200021,,9.2,0,
20230106_22,100015,200018,,7,1,
20230106_22,100016,200021,,6.7,1,
20230106_22,100051,200052,,8,1,
20230106_22,100178,200179,,5.3,1,
20230106_22,100207,200210,,4.8,1,
20230106_22,100266,200267,,5.6,1,
20230106_22,100295,200296,,8.3,1,
20230106_22,100357,200358,,6.5,1,
20230106_22,100452,200454,,6.8,0,
20230106_22,100466,200467,,5.1,1,
20230106_22,100499,200501,,3.6,1,
20230106_22,100502,200503,,6.6,1,
20230106_22,100517,200518,,4,1,
20230106_22,100645,200646,,5.4,1,
20230106_22,100717,,300718,4.7,1,
20230106_22,100746,200747,,5.7,1,
20230106_23,100113,200114,,8.2,1,
20230106_23,100172,200173,,4.1,1,
20230106_23,100355,200356,,5.3,1,
20230106_23,100661,200662,,6,1,
20230107_00,100034,200035,,3.3,1,
20230107_00,100266,200267,,6.3,1,
20230107_00,100291,200292,,4,1,
20230107_00,100297,200298,,5.5,1,
20230107_00,100299,200300,,7.7,1,
20230107_00,100344,200345,,4.4,1,
20230107_00,100396,200398,,6.9,1,
20230107_01,100119,200120,,6.1,1,
20230107_01,100194,200196,,3.5,1,
20230107_01,100195,200197,,4.1,1,
20230107_01,100274,200275,,4.4,1,updated
20230107_01,100274,200276,,7.6,0,
20230107_01,100284,200285,,4.9,1,
20230107_01,100294,200297,,4.5,1,
20230107_01,100295,200298,,4.3,1,
20230107_01,100296,200299,,5.7,1,
20230107_01,100368,200370,,4.2,1,
20230107_01,100384,200385,,9,1,
20230107_03,100149,200150,,7.4,1,
20230107_03,100155,200156,,4.2,1,
20230107_03,100224,,300226,4.2,1,
20230107_03,100225,200227,,4.5,1,
20230107_03,100234,200235,,5.9,1,
20230107_03,100242,200243,,5.1,1,
20230107_04,100113,200114,,6.4,1,
20230107_05,100150,200152,,5.5,1,
20230107_05,100271,200272,,4.8,1,
20230107_06,100021,200022,,4.6,1,
20230107_06,100090,200091,,7.6,1,
20230107_06,100295,200296,,3.8,1,
20230107_07,100089,200090,,6.6,1,
20230107_07,100104,200105,,4.8,1,
20230107_07,100139,200140,,3.7,1,
20230107_07,100176,200177,,6,1,
20230107_07,100196,200197,,5.9,1,
20230107_07,100242,200243,,4.1,1,
20230107_07,100288,200289,,4.3,1,
20230107_07,100316,200317,,9.7,1,
20230107_07,100345,200348,,6.7,1,
20230107_07,100395,,300397,4.8,0,updated
20230107_07,100395,200399,,11.3,0,
20230107_07,100474,200476,,4.6,1,
20230107_07,100475,200477,,3.8,1,
20230107_08,100014,200016,,4.5,1,
20230107_08,100162,200164,,5.6,1,
20230107_08,100163,200165,,4.4,1,
20230107_08,100382,200383,,6.6,1,
20230107_08,100408,200409,,5.2,1,
20230107_08,100503,200504,,4.6,1,
20230107_08,100557,200558,,4,1,
20230107_08,100617,200618,,2.9,1,
20230107_09,100110,200111,,4,1,
20230107_09,100166,200168,,8.2,1,
20230107_09,100253,200254,,7.7,1,
20230107_09,100325,200326,,4.2,1,
20230107_09,100391,200392,,4.2,1,
20230107_09,100454,200456,,4.1,1,
20230107_09,100477,200478,,7.8,1,
20230107_09,100566,200567,,6.2,1,
20230107_09,100633,200635,,4.2,1,
20230107_09,100634,200636,,5.2,0,
20230107_09,100866,200867,,6.3,1,
20230107_09,100889,,300890,4.6,1,
20230107_10,100050,200051,,5.4,1,
20230107_10,100068,200069,,5,1,
20230107_10,100111,200112,,4.6,1,
20230107_10,100137,200139,,9.8,1,
20230107_10,100138,200140,,8.4,1,
20230107_10,100186,200187,,7,1,
20230107_10,100208,200210,,4.4,1,
20230107_10,100209,200211,,5.3,1,
20230107_10,100220,200221,,3.1,1,
20230107_10,100282,200284,,4,1,
20230107_10,100283,,300286,4.8,1,
20230107_10,100332,200333,,6.4,1,
20230107_10,100385,,300386,5.5,1,
20230107_10,100408,200410,,4.4,1,
20230107_10,100408,200411,,10.4,0,
20230107_10,100409,200411,,6.9,1,
20230107_10,100440,200441,,5.5,1,
20230107_10,100487,200489,,7.5,0,
20230107_10,100488,200489,,4.4,0,
20230107_10,100584,200585,,5.2,1,
20230107_10,100629,200630,,4.3,1,
20230107_10,100671,200672,,7.6,1,
20230107_10,100754,200755,,4.9,1,
20230107_10,100787,200788,,4.6,1,
20230107_10,100939,200940,,4.6,1,
20230107_10,100970,200971,,5.2,1,
20230107_11,100044,200046,,7.4,1,
20230107_11,100254,200255,,6.4,1,
20230107_11,100290,,300291,6.4,1,
20230107_11,100342,200343,,5.6,0,checked
20230107_11,100393,200394,,5.5,1,
20230107_11,100429,200432,,4.1,1,
20230107_11,100431,200433,,4.6,1,
20230107_11,100463,200464,,4.1,1,
20230107_11,100491,200492,,4.6,1,
20230107_11,100573,200575,,6.9,1,
20230107_11,100609,200610,,7.1,1,
20230107_11,100706,200708,,5.4,1,
20230107_11,100710,200711,,5.9,1,
20230107_11,100749,200750,,4.8,1,
20230107_11,100774,200775,,4.6,1,
20230107_11,100967,200970,,4.7,1,
20230107_11,100969,200971,,5,1,
20230107_11,101043,201046,,4.9,1,
20230107_11,101191,201192,,3.6,1,
20230107_12,100026,200027,,6.4,1,
20230107_12,100113,200116,,7,0,
20230107_12,100113,200115,,4.9,1,updated
20230107_12,100114,200115,,3.1,0,
20230107_12,100114,200116,,5.2,1,updated
20230107_12,100117,200119,,7.1,1,
20230107_12,100196,200197,,4.8,1,
20230107_12,100305,200306,,4.7,1,
20230107_12,100346,200348,,5.4,1,
20230107_12,100347,200349,,4.8,1,
20230107_12,100374,200376,,5.9,1,
20230107_12,100465,200466,,3.8,1,
20230107_12,100552,200553,,3.7,1,
20230107_12,100579,200580,,6.4,1,
20230107_12,100651,200652,,4.6,1,
20230107_12,100767,200768,,4.1,1,
20230107_12,100790,200791,,7.3,1,
20230107_12,100828,200829,,4.8,1,
20230107_12,100884,200892,,4.9,0,
20230107_12,100884,200903,,12.9,0,
20230107_12,100884,200898,,7.9,0,
20230107_12,100886,200901,,10.2,0,
20230107_12,100886,200896,,6.3,0,
20230107_12,100886,200899,,8.2,0,
20230107_12,100886,200893,,4.8,0,
20230107_12,100889,200901,,8.2,0,
20230107_12,100889,200899,,6.2,0,
20230107_12,100889,200893,,2.8,0,
20230107_12,100889,200896,,4.3,0,
20230107_12,100894,200903,,7.7,0,
20230107_12,100894,200898,,2.7,0,
20230107_12,100954,200956,,3.3,0,
20230107_12,101015,201017,,4.5,1,
20230107_12,101069,201073,,2.8,0,
20230107_12,101071,201074,,3.2,0,
20230107_12,101071,201075,,6.6,0,
20230107_12,101143,201146,,4.8,1,
20230107_12,101144,,301147,4.3,1,
20230107_12,101145,201148,,3.5,1,
20230107_12,101188,,301192,3.8,0,
20230107_12,101188,201193,,4.3,0,
20230107_12,101212,201217,,4.8,1,
20230107_12,101213,201219,,6.6,1,
20230107_12,101214,,301218,4.9,0,
20230107_12,101214,201221,,7,0,
20230107_12,101215,201221,,5.2,0,
